/location	-
/location/celestial	/location
/location/city	/location
/location/country	/location
/location/geography	/location
/location/geography/body_of_water	/location/geography
/location/geography/island	/location/geography
/location/geography/mountain	/location/geography
/location/geograpy	/location
/location/geograpy/island	/location/geograpy
/location/park	/location
/location/structure	/location
/location/structure/airport	/location/structure
/location/structure/government	/location/structure
/location/structure/hospital	/location/structure
/location/structure/hotel	/location/structure
/location/structure/restaurant	/location/structure
/location/structure/sports_facility	/location/structure
/location/structure/theater	/location/structure
/location/transit	/location
/location/transit/bridge	/location/transit
/location/transit/railway	/location/transit
/location/transit/road	/location/transit
/organization	-
/organization/company	/organization
/organization/company/broadcast	/organization/company/
/organization/company/news	/organization/company/
/organization/education	/organization
/organization/government	/organization
/organization/military	/organization
/organization/music	/organization
/organization/political_party	/organization
/organization/sports_league	/organization
/organization/sports_team	/organization
/organization/stock_exchange	/organization
/organization/transit	/organization
/other	-
/other/art	/other
/other/art/broadcast	/other/art
/other/art/film	/other/art
/other/art/music	/other/art
/other/art/stage	/other/art
/other/art/writing	/other/art
/other/award	/other
/other/body_part	/other
/other/currency	/other
/other/event	/other
/other/event/accident	/other/event
/other/event/election	/other/event
/other/event/holiday	/other/event
/other/event/natural_disaster	/other/event
/other/event/protest	/other/event
/other/event/sports_event	/other/event
/other/event/violent_conflict	/other/event
/other/food	/other
/other/health	/other
/other/health/malady	/other/health
/other/health/treatment	/other/health
/other/heritage	/other
/other/internet	/other
/other/language	/other
/other/language/programming_language	/other/language
/other/legal	/other
/other/living_thing	/other
/other/living_thing/animal	/other/living_thing
/other/product	/other
/other/product/car	/other/product
/other/product/computer	/other/product
/other/product/mobile_phone	/other/product
/other/product/software	/other/product
/other/product/weapon	/other/product
/other/religion	/other
/other/scientific	/other
/other/sports_and_leisure	/other
/other/supernatural	/other
/person	-
/person/artist	/person
/person/artist/actor	/person/artist
/person/artist/author	/person/artist
/person/artist/director	/person/artist
/person/artist/music	/person/artist
/person/athlete	/person
/person/coach	/person
/person/doctor	/person
/person/legal	/person
/person/military	/person
/person/political_figure	/person
/person/religious_leader	/person
/person/title	/person